COGID	L1	L2	L3	L4	ND1	ND2	ND3	ND4	ND5	Description
COG1010	49.52	47.33	40.5	43.02	82.28	62.1	70.25	61.91	61.09	Tetrapyrrole (Corrin/Porphyrin) Methylases
COG1011	570.11	480.42	549.56	537.33	604.89	606.31	701.88	632.4	728.62	HAD hydrolase, TIGR02254 family
COG1012	371.14	360.53	355.33	398.08	235.53	315.11	255.15	282.87	258.14	Proline dehydrogenase
COG1013	572.34	617.91	577.68	743.52	699.63	803.23	724.83	799.98	659.89	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin
COG1014	670.31	707.8	671.35	815.64	832.37	931.22	868.63	914.38	842.15	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin
COG1015	163.52	150.92	179.83	135.6	144.99	172.61	127.08	161.16	165.63	Phosphotransfer between the C1 and C5 carbon atoms of pentose
COG1017	1.35	1.29	0.51	0.05	0.26	0.38	0.12	0.46	0.25	Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress
COG1018	24.75	26.7	18.9	24.72	20.77	20.02	14.41	18.57	20.74	Psort location Cytoplasmic, score 8.87
COG1020	385.9	289.87	376.34	230.15	364.11	314.84	411.65	303.22	358.4	AMP-binding enzyme
COG1021	0	0	0.01	0	0	0.2	6.24	0.04	1.41	AMP-binding enzyme
COG1022	281.96	243.15	238.85	291.16	451.62	454.85	407.87	505.03	424.06	AMP-binding enzyme
COG1023	0	0.05	0.13	0	0	0	0.13	0.17	0.22	6-phosphogluconate dehydrogenase
COG1024	191.63	153.3	158.91	132.44	124.28	194.22	143.88	177.27	158.2	Enoyl-CoA hydratase/isomerase
COG1025	0	0	0	0	0	0	0	0	0	Endopeptidase that degrades small peptides of less than 7 kDa, such as glucagon and insulin
COG1026	189.22	148.44	186.13	117.07	151.78	170.67	129.86	167.62	162.09	Peptidase M16
COG1027	53.34	45.75	36.79	44.28	44.13	44.14	43.47	52.77	39.32	Aspartate ammonia-lyase
COG1028	1303.83	1654.74	1496.06	1733.83	1253.71	1471.02	1316.18	1449.98	1281.77	PFAM Short-chain dehydrogenase reductase SDR
COG1030	63.64	51.07	57.44	75.29	50.77	56	48.97	53.28	46.97	Serine dehydrogenase proteinase
COG1031	2.47	0.18	0.36	1.57	0	0	0	0	0	Elongator protein 3, MiaB family, Radical SAM
COG1032	1734.53	1353.91	1514.62	1304.3	1563.63	1529.81	1562.46	1433.87	1577.4	radical SAM domain protein
COG1033	427.01	345.98	433.75	308.04	312.51	414.9	359.45	368.16	320.9	MMPL family
COG1034	28.18	71.79	29.8	96.12	4.99	10.43	21.62	7.6	13.21	2Fe-2S iron-sulfur cluster binding domain
COG1035	104.52	109.53	107.74	81.63	223.79	211.7	228.69	245.76	221.12	hydrogenase beta subunit
COG1036	18.65	25.49	24.49	26.1	27.49	30.69	52.05	13.8	17.18	Psort location Cytoplasmic, score
COG1038	16.96	17.77	20.15	15.78	11.73	13.72	10.48	11.26	10.24	Conserved carboxylase domain
COG1039	7.57	87.57	44.19	103.32	4.38	1.47	1.67	6	5.42	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
COG1040	401.62	367.48	396.48	401.82	314.14	315.09	311.46	308.91	291.61	competence protein
COG1041	6.61	13.66	24.62	9.86	23.82	61.41	13.98	59.76	9.69	Methyltransferase domain
COG1042	8.1	7.48	7.93	10.77	8.32	13.67	21.2	12.36	10.8	CoA binding domain
COG1043	132.46	179.74	129.09	239.77	227.45	181.39	203.73	231.24	181.62	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
COG1044	179.83	211.43	186.78	264.93	192.02	234.5	238.37	230.43	173.4	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
COG1045	281.88	355.16	327.05	340.96	300.46	287.73	312.11	306.22	276.02	Bacterial transferase hexapeptide (six repeats)
COG1047	72.21	57.55	51.51	71.88	123.23	98.95	118.81	124.57	98.73	Peptidyl-prolyl cis-trans isomerase
COG1048	259.78	291.68	275.96	312.07	218.46	259.6	226.79	243.22	262.15	aconitate hydratase
COG1049	10.69	2.52	0.72	0.01	2.41	4.04	8.6	3.65	7.13	Involved in the catabolism of short chain fatty acids (SCFA) via the tricarboxylic acid (TCA)(acetyl degradation route) and the 2-methylcitrate cycle I (propionate degradation route). Catalyzes the reversible isomerization of citrate to isocitrate via cis-aconitate. Also catalyzes the hydration of 2-methyl-cis- aconitate to yield (2R,3S)-2-methylisocitrate. The apo form of AcnB functions as a RNA-binding regulatory protein. During oxidative stress inactive AcnB apo-enzyme without iron sulfur clusters binds the acnB mRNA 3' UTRs (untranslated regions), stabilizes acnB mRNA and increases AcnB synthesis, thus mediating a post-transcriptional positive autoregulatory switch. AcnB also decreases the stability of the sodA transcript
COG1051	567.04	763.16	742.4	702.54	514.96	596.6	630.24	538.4	591.36	TIGRFAM phage-associated protein, HI1409 family
COG1052	590.06	630.32	603.16	667.7	469.11	494.88	470.77	539.64	431.35	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
COG1053	471.22	557.97	440.43	543.15	408.86	346.44	339.49	390.46	365.5	FMN_bind
COG1054	1.39	1.2	0.76	0	0.36	0.58	0.84	0.88	1.93	Belongs to the UPF0176 family
COG1055	199.6	221.54	166.37	222.07	203.53	261.81	189.69	263.29	192.41	Arsenical pump membrane protein
COG1056	7.84	7.4	9.04	8.95	12.8	13.72	22.92	13.43	14.62	cytidyltransferase-related domain
COG1057	278.89	364.3	310.47	422.19	245.84	316.77	267.54	287.1	220.33	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP
COG1058	198.22	222.72	202.43	274.29	165.91	156.52	133.49	162.04	154.04	Competence-damaged protein
COG1060	26.75	8.17	5.25	3.43	15.55	30.54	27.02	21.03	21.27	Radical SAM enzyme that catalyzes the addition of the adenosyl radical to the double bond of 3- (1- carboxyvinyl)oxy benzoate, leading to aminodeoxyfutalosine (AFL), a key intermediate in the formation of menaquinone (MK, vitamin K2) from chorismate
COG1061	867.85	892.47	882.93	825.9	773.98	776.67	793.39	816.27	680.34	Type III restriction protein res subunit
COG1062	2.52	3.79	3.95	1.33	2.63	4.03	2.34	3.72	3.11	Zinc-binding dehydrogenase
COG1063	683.4	663.46	664.56	699.77	576.95	693.73	615.18	634.67	646.57	alcohol dehydrogenase
COG1064	20.67	6.25	3.63	3.7	11.11	18.58	15.37	14.41	14.62	Zn-dependent alcohol dehydrogenases
COG1066	551.83	442.64	540.04	445.66	727.41	1213.52	741.54	1011.51	1184.25	ATP-dependent serine protease
COG1067	32.44	28.77	27.96	24.23	19.68	22.69	11.96	26.21	20.23	ATP-dependent peptidase activity
COG1069	66.04	36.42	45.42	35.02	19.58	26.52	20.84	22.27	19.63	Belongs to the FGGY kinase family
COG1070	836.11	739.95	815.37	824.74	762.66	831.62	840.9	813.9	803.19	FGGY family of carbohydrate kinases, C-terminal domain
COG1071	31	95.75	52	139	28.9	30.53	37.7	24.25	23.01	Transketolase, central region
COG1072	9.35	5.65	5.51	1.85	3.4	6.11	2.14	3.59	4.51	Pantothenic acid kinase
COG1073	851.13	979	881.86	997.6	808.89	937.52	887.56	867.41	819.92	Alpha beta hydrolase domain-containing protein
COG1074	383.74	386.81	403.68	412.17	396.88	382.91	412.71	386.34	470.19	PDDEXK-like domain of unknown function (DUF3799)
COG1075	162.14	253.35	183.7	326.58	112.89	104.23	134.38	98.68	102.28	palmitoyl-(protein) hydrolase activity
COG1076	9.37	2.54	1.17	0.66	4.62	6.62	9.44	5.64	5.55	Psort location Cytoplasmic, score
COG1077	433.36	388.06	417.66	438.49	313.31	341.56	320.81	343.35	338.25	MreB/Mbl protein
COG1078	78.44	70.69	115.51	66.47	77.78	58.12	66.82	63.4	50.19	Metal dependent phosphohydrolases with conserved 'HD' motif.
COG1079	162.73	113.59	141.35	108.89	134	145.83	144.95	126.17	190.79	Branched-chain amino acid transport system / permease component
COG1080	645.8	660	674.13	746.12	629.62	729.48	649.59	675.9	680.09	Belongs to the PEP-utilizing enzyme family
COG1082	977.42	1094.85	999.05	1205.32	810.74	796.34	777.61	808.38	656.45	myo-inosose-2 dehydratase activity
COG1083	389.15	299.37	361.9	295.67	318.5	361.53	300.69	385.24	388.02	Cytidylyltransferase
COG1084	0	0	0	0.03	0.04	0.01	0.16	0	0.05	Involved in the biogenesis of the 60S ribosomal subunit
COG1085	9.96	7.81	8.06	4.71	3.24	3.9	2.61	3.5	4.03	Domain of unknown function (DUF4931)
COG1086	629.42	492.18	611.65	414.37	603.89	534.56	496.44	535.91	532.73	Glycosyl transferases group 1
COG1087	348.71	369.31	382.94	397.71	273.36	243.55	264.85	262.82	234.76	GDP-mannose 4,6 dehydratase
COG1088	262.79	301.89	307.55	333.81	280.32	276.32	262.95	298.95	264.71	Male sterility protein
COG1089	291.83	283.31	288.1	310.72	313.27	289.13	297.29	307.27	352.88	Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose
COG1090	8.41	72.34	32.57	103.1	2.04	3.88	3.14	3.03	1.9	NAD dependent epimerase dehydratase
COG1091	344.82	356.09	380.81	336.99	346.82	374.13	330.97	371.56	368.7	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose
COG1092	341.19	452.73	395.16	510.45	321.95	330.8	303.73	319.12	311.1	Methyltransferase domain
COG1096	0	0	0	0	0.14	0.17	0.28	0.17	0	Putative DNA-binding domain
COG1098	37.74	28.2	27.74	26.15	23.51	29.25	29.79	27.3	17.62	S1 RNA binding domain
COG1099	16.14	87.25	41	118.51	5.52	4.44	5.16	3.96	7	with the TIM-barrel fold
COG1100	125.1	104.78	108.96	79.91	111.12	112.95	117.34	111.69	148.37	AAA domain
COG1101	140.19	148.94	164.1	117.16	94.44	97.06	109.97	91.5	94.4	ATPases associated with a variety of cellular activities
COG1102	451.69	564.05	557.09	461.55	556.29	579.5	571.13	551.01	673.08	Cytidylate kinase-like family
COG1104	511.04	509.54	538.26	497.43	401.49	490.88	441.75	431.55	470.94	Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins
COG1105	212	141.74	189.27	130.84	140.87	159.38	149.07	146.79	164.44	Belongs to the carbohydrate kinase PfkB family. LacC subfamily
COG1106	656.99	639.18	698.15	585.11	624.29	424.77	562.55	541.16	566.24	Psort location Cytoplasmic, score
COG1107	0.48	0.01	0.42	0.03	0	0	0	0	0	SMART Resolvase, RNase H domain protein fold
COG1108	118.61	155.74	123.88	199.87	151.43	205.94	170.81	184.74	185.65	ABC 3 transport family protein
COG1109	815.57	738.73	791.56	780.11	743.92	789.41	747.51	784.89	791.45	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate
COG1111	0.37	1.33	0.72	0.33	3	1.69	1.66	3.66	4.03	Domain of unknown function (DUF1998)
COG1112	242.8	302.02	270.3	339.56	269.9	211.3	303.39	268.1	222.19	Protein of unknown function (DUF4011)
COG1113	46.34	26.67	27.51	12.9	16.67	28.25	24.26	20.5	27.2	amino acid transport
COG1114	38.75	45.56	38.34	29.36	21.53	25.43	14.74	20.18	22.98	Component of the transport system for branched-chain amino acids
COG1115	541.09	449.68	483.97	508.57	360.38	383.63	365.47	361.07	392.13	Sodium:alanine symporter family
COG1116	476.46	427.77	478.04	486.02	295.35	317.81	229.2	288.03	269.15	ABC transporter
COG1117	185.16	296.8	232.3	330.04	144.59	189.57	146.77	168.58	186.03	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system
COG1118	1.44	1.62	2.47	0.6	7	6.56	18.07	7.37	7.19	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system
COG1119	95.98	241.46	151.4	283.6	100.6	67.9	101.55	80.9	109.4	ATPase activity
COG1120	213.13	236.08	204.14	214.32	282.94	286.61	262.33	299.81	249.87	ATPases associated with a variety of cellular activities
COG1121	154.37	205.37	161.56	214.04	225.4	217.82	239.55	195.17	284.12	ATPase involved in DNA repair
COG1122	514.4	463.01	518.95	443.04	396.81	515.38	403.37	445.14	508.14	ABC transporter
COG1123	187.58	138.22	156.09	152.98	239.45	257.04	250.81	252.58	299.57	ATPases associated with a variety of cellular activities
COG1124	29.33	26.49	21.12	14.43	49.56	91.21	41.41	76.56	81.54	ATPases associated with a variety of cellular activities
COG1125	86.39	53.54	73.36	48.65	25.26	26.19	25.92	25.81	29.06	Psort location CytoplasmicMembrane, score
COG1126	434.11	459	467.29	366.1	315.44	308.12	306.85	280.11	395.21	abc transporter atp-binding protein
COG1127	77.54	135.89	83.16	171.83	116.96	101.77	108.12	131.86	99.18	ABC-type transport system involved in resistance to organic solvents, ATPase component
COG1129	981.79	739.61	912.44	688.1	817.71	819.82	664.6	830.34	753.66	ATPases associated with a variety of cellular activities
COG1131	4381.89	4060.72	4394.61	3675.53	3550.17	4075.98	4059.05	3634.44	3839.66	(ABC) transporter
COG1132	4413.62	3808.15	4317.91	3385.21	3860.54	4890.93	3977.22	4349.18	4381.93	ABC transporter
COG1133	0	0	0	0	0	0	0	0	0	Uptake of antimicrobial peptides. Required for the transport of microcin B17 (MccB17), microcin 25 (Mcc25) and proline-rich antimicrobial peptides into the cell
COG1134	410.53	379.9	470.71	305.98	326.96	423.77	325.72	346	360.1	Psort location CytoplasmicMembrane, score
COG1135	187.58	161.23	178.39	118.2	152.46	186.74	163.85	174.91	171.43	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system
COG1136	3321.53	3190.75	3453.72	2774.84	3082.35	3371.03	3275.37	3150.52	3309.66	Helix-turn-helix XRE-family like proteins
COG1137	78.87	141.45	79.51	185.22	100.63	88.1	95.27	110.84	86.45	ABC transporter, ATP-binding protein
COG1138	6.17	5.63	2.96	1.23	3.18	4.11	3.82	6.39	5.61	Cytochrome c-type biogenesis protein
COG1139	177.97	172.99	165.23	200.11	118.17	115.1	136.33	118.37	115.11	LUD domain
COG1140	2.26	0.87	0.59	0.13	2.4	1.67	1.3	3.69	3.63	Nitrate reductase beta subunit
COG1141	18.79	49.81	29.71	46.61	11.82	11.56	11.8	9	14.34	Ferredoxin
COG1142	133.79	103.56	131.32	108.28	112.36	128.01	120.11	133.24	142.78	Iron only hydrogenase large subunit, C-terminal domain
COG1143	542.94	683.57	564.75	778.36	881.08	746.06	750.28	873.82	812.08	Polysaccharide pyruvyl transferase
COG1144	68.25	42.49	51.1	38.36	66.26	123.24	90.34	97.37	139.52	4Fe-4S dicluster domain
COG1145	366.87	384.25	377.48	406.32	334.8	411.6	379.71	319.76	373.9	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin
COG1146	78.52	64.15	59.46	55.57	59.87	51.22	81.76	59.22	60.7	4 iron, 4 sulfur cluster binding
COG1148	73.97	72.9	75.43	83.32	109.8	113.08	130.99	112.39	121.4	4Fe-4S dicluster domain
COG1149	83.1	78.74	75.7	71.05	36.72	49.58	52.09	36.9	58.87	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin
COG1150	31.47	20.69	14.96	22.68	24.93	45.96	39.4	36.31	34.63	4Fe-4S dicluster domain
COG1151	67.57	91.83	90.59	105.23	159.29	114.83	107.35	139.73	124.11	Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O
COG1152	0.18	0.03	0	0	0	0	0	0	0	hmm pf00037
COG1154	292.08	317.11	311.62	354.82	311.63	322.96	307.64	327.05	306.36	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)
COG1155	90.38	85.81	88.22	102.76	82.64	121.83	125.33	82.21	86.2	Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type alpha chain is a catalytic subunit
COG1156	86.91	79.53	78.17	88.53	73.59	115.34	112.11	81.44	76.99	Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type beta chain is a regulatory subunit
COG1157	190.29	134.2	169.2	136.53	134.24	171.4	168.62	138.95	137	ATP synthase alpha/beta family, nucleotide-binding domain
COG1158	256.93	364.81	279.47	432.45	255.54	274.98	231.64	271.35	265.31	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template
COG1159	255.93	216.44	241.02	217.87	273.79	279.41	264.67	282.44	258.97	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism
COG1160	286.03	322.08	312	362.17	271.8	297.35	271.02	297.5	266.27	GTPase that plays an essential role in the late steps of ribosome biogenesis
COG1161	169.84	158.6	188.24	125.06	126.8	162.56	126.41	148.9	138.3	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity
COG1162	280.25	313.28	303.8	353.49	256.08	265.2	252.8	266.47	248.1	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit
COG1164	226.06	207.23	239.97	206.26	187.5	265.47	236.17	203.55	275.48	oligoendopeptidase F
COG1165	66.53	120.03	84.05	165.95	117.41	83.95	92.32	116.95	94.07	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)
