ContigID	Length	Type	Taxonomy	Host	Lifestyle
LPd_3__3390	2285	non-phage	NA	NA	NA
LPd_3__3395	7225	non-phage	NA	NA	NA
LPd_3__3396	16040	phage	unknown	bacterium J10(2018)	virulent
LPd_3__3414	15368	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__3434	3510	non-phage	NA	NA	NA
LPd_3__3435	5057	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__3436	5465	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3453	6852	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	virulent
LPd_3__3454	7354	non-phage	NA	NA	NA
LPd_3__3468	6926	phage	unknown	Lactobacillus fermentum	temperate
LPd_3__3478	133402	non-phage	NA	NA	NA
LPd_3__3499	27579	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	virulent
LPd_3__3502	3048	phage	unknown	unknown	temperate
LPd_3__3524	2157	phage	unknown	unknown	temperate
LPd_3__3579	8055	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__3582	2152	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	temperate
LPd_3__3585	5236	phage	unknown	unknown	temperate
LPd_3__3588	10790	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3598	13236	phage	unknown	Lactococcus lactis	virulent
LPd_3__3602	2043	phage	unknown	unknown	virulent
LPd_3__3604	30673	non-phage	NA	NA	NA
LPd_3__3616	2517	phage	unknown	unknown	virulent
LPd_3__3618	12259	phage	unknown	Croceibacter atlanticus	temperate
LPd_3__3626	5256	non-phage	NA	NA	NA
LPd_3__3630	2956	non-phage	NA	NA	NA
LPd_3__3634	4105	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3645	2816	non-phage	NA	NA	NA
LPd_3__3651	6063	non-phage	NA	NA	NA
LPd_3__3675	5642	non-phage	NA	NA	NA
LPd_3__3682	8890	non-phage	NA	NA	NA
LPd_3__3683	4097	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__369	4776	phage	unknown	unknown	temperate
LPd_3__3698	5881	non-phage	NA	NA	NA
LPd_3__3708	2200	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_3__3721	3396	non-phage	NA	NA	NA
LPd_3__3761	7692	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__377	2642	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3784	2481	non-phage	NA	NA	NA
LPd_3__3791	2726	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3796	13604	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Kyanoviridae	Colwellia psychrerythraea	temperate
LPd_3__3828	4853	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__3848	7247	non-phage	NA	NA	NA
LPd_3__3874	2250	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__3881	2251	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__389	5621	phage	unknown	unknown	temperate
LPd_3__3897	22819	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Candidatus Pelagibacter ubique	virulent
LPd_3__3915	2659	non-phage	NA	NA	NA
LPd_3__3917	3646	non-phage	NA	NA	NA
LPd_3__3924	3055	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3934	2805	non-phage	NA	NA	NA
LPd_3__3938	2275	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3945	5683	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__3956	4514	non-phage	NA	NA	NA
LPd_3__3957	6168	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__3961	4967	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__3979	2799	non-phage	NA	NA	NA
LPd_3__3992	2408	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__3998	6000	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Demerecviridae	Streptococcus oralis	virulent
LPd_3__4012	2225	non-phage	NA	NA	NA
LPd_3__4017	2577	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4037	7029	non-phage	NA	NA	NA
LPd_3__4043	14987	non-phage	NA	NA	NA
LPd_3__4051	20128	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_3__4060	6217	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_3__4076	2561	phage	unknown	Pyrobaculum arsenaticum	virulent
LPd_3__4080	15596	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Lactobacillus plantarum	virulent
LPd_3__4085	2432	non-phage	NA	NA	NA
LPd_3__4096	5605	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
LPd_3__4100	7787	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4109	2028	phage	unknown	unknown	virulent
LPd_3__411	3753	phage	unknown	unknown	temperate
LPd_3__4110	5219	phage	unknown	unknown	virulent
LPd_3__4127	2677	non-phage	NA	NA	NA
LPd_3__413	5198	non-phage	NA	NA	NA
LPd_3__4138	2288	non-phage	NA	NA	NA
LPd_3__4163	6852	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4166	5413	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4174	4541	non-phage	NA	NA	NA
LPd_3__4180	8003	phage	unknown	unknown	temperate
LPd_3__4194	3213	non-phage	NA	NA	NA
LPd_3__4196	10992	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
LPd_3__4208	15524	non-phage	NA	NA	NA
LPd_3__4216	4000	non-phage	NA	NA	NA
LPd_3__423	3431	phage	unknown	unknown	virulent
LPd_3__4249	4282	non-phage	NA	NA	NA
LPd_3__4255	2219	phage	unknown	unknown	virulent
LPd_3__4258	3078	phage	unknown	unknown	temperate
LPd_3__426	2785	non-phage	NA	NA	NA
LPd_3__4262	2242	phage	unknown	unknown	virulent
LPd_3__4264	2591	phage	unknown	unknown	temperate
LPd_3__4265	3194	non-phage	NA	NA	NA
LPd_3__4285	5965	non-phage	NA	NA	NA
LPd_3__4295	3951	non-phage	NA	NA	NA
LPd_3__4297	15662	non-phage	NA	NA	NA
LPd_3__4321	5834	non-phage	NA	NA	NA
LPd_3__4339	3215	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	unknown	temperate
LPd_3__4342	3190	non-phage	NA	NA	NA
LPd_3__4357	2144	non-phage	NA	NA	NA
LPd_3__4375	7262	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
LPd_3__4387	2394	phage	unknown	Croceibacter atlanticus	virulent
LPd_3__4389	2523	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4392	5599	phage	unknown	Hungatella hathewayi	virulent
LPd_3__4393	2738	non-phage	NA	NA	NA
LPd_3__4409	2851	phage	unknown	unknown	temperate
LPd_3__4430	2760	non-phage	NA	NA	NA
LPd_3__4449	2488	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__4460	2936	non-phage	NA	NA	NA
LPd_3__4477	5979	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Vilmaviridae	unknown	virulent
LPd_3__448	12963	non-phage	NA	NA	NA
LPd_3__4500	3060	non-phage	NA	NA	NA
LPd_3__4506	27675	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4508	6764	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4516	3815	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4530	6447	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Kyanoviridae	unknown	temperate
LPd_3__4569	5187	non-phage	NA	NA	NA
LPd_3__4570	2193	non-phage	NA	NA	NA
LPd_3__458	2601	non-phage	NA	NA	NA
LPd_3__4585	2535	phage	unknown	unknown	virulent
LPd_3__4602	3273	non-phage	NA	NA	NA
LPd_3__4631	4306	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4649	6543	non-phage	NA	NA	NA
LPd_3__4651	2831	non-phage	NA	NA	NA
LPd_3__4658	7521	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
LPd_3__4663	2316	non-phage	NA	NA	NA
LPd_3__4686	2535	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4696	2799	phage	unknown	Paenibacillus larvae	virulent
LPd_3__4698	2683	non-phage	NA	NA	NA
LPd_3__470	8032	non-phage	NA	NA	NA
LPd_3__4707	2845	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4716	6243	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4719	2233	non-phage	NA	NA	NA
LPd_3__4723	2566	non-phage	NA	NA	NA
LPd_3__4724	2321	non-phage	NA	NA	NA
LPd_3__4728	2335	non-phage	NA	NA	NA
LPd_3__4733	4147	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
LPd_3__4735	13575	phage	unknown	unknown	temperate
LPd_3__4761	2976	phage	unknown	unknown	temperate
LPd_3__4763	3327	phage	unknown	unknown	temperate
LPd_3__4766	3057	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4769	6391	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__4771	11694	phage	unknown	Muribaculaceae bacterium Isolate-004 (NCI)	temperate
LPd_3__4779	4578	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	virulent
LPd_3__4790	2160	non-phage	NA	NA	NA
LPd_3__4801	2674	non-phage	NA	NA	NA
LPd_3__4822	5811	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4824	3564	non-phage	NA	NA	NA
LPd_3__4825	2481	non-phage	NA	NA	NA
LPd_3__4850	3750	phage	unknown	unknown	virulent
LPd_3__4869	16476	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4880	2376	non-phage	NA	NA	NA
LPd_3__4902	5761	non-phage	NA	NA	NA
LPd_3__4936	6246	non-phage	NA	NA	NA
LPd_3__4944	3184	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	virulent
LPd_3__4946	8138	non-phage	NA	NA	NA
LPd_3__495	6891	phage	unknown	unknown	virulent
LPd_3__4952	2146	non-phage	NA	NA	NA
LPd_3__4956	2397	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__496	2031	non-phage	NA	NA	NA
LPd_3__4962	3785	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4963	3190	phage	unknown	unknown	temperate
LPd_3__498	2928	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__4983	3406	phage	unknown	Pyrobaculum arsenaticum	temperate
LPd_3__4985	4929	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__4988	10285	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_3__50	2025	non-phage	NA	NA	NA
LPd_3__5007	2400	non-phage	NA	NA	NA
LPd_3__5011	11859	non-phage	NA	NA	NA
LPd_3__5013	18771	non-phage	NA	NA	NA
LPd_3__5067	3509	non-phage	NA	NA	NA
LPd_3__5070	9485	non-phage	NA	NA	NA
LPd_3__5075	2468	non-phage	NA	NA	NA
LPd_3__5082	9418	non-phage	NA	NA	NA
LPd_3__5088	4462	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__509	2968	non-phage	NA	NA	NA
LPd_3__5098	2616	non-phage	NA	NA	NA
LPd_3__5100	11771	non-phage	NA	NA	NA
LPd_3__512	10285	phage	unknown	Parabacteroides distasonis	temperate
LPd_3__5127	14262	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5129	2794	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__513	5180	phage	unknown	[Clostridium] bolteae	temperate
LPd_3__5140	16912	phage	unknown	unknown	virulent
LPd_3__5148	2580	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5152	3733	phage	unknown	unknown	virulent
LPd_3__5157	2109	non-phage	NA	NA	NA
LPd_3__5163	5540	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5168	3381	phage	unknown	unknown	virulent
LPd_3__5173	2924	non-phage	NA	NA	NA
LPd_3__5183	13824	non-phage	NA	NA	NA
LPd_3__5184	5234	non-phage	NA	NA	NA
LPd_3__5189	2056	non-phage	NA	NA	NA
LPd_3__5208	4142	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	virulent
LPd_3__5211	3626	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5214	8872	phage	unknown	Rubrivivax gelatinosus	temperate
LPd_3__5226	33692	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_3__5246	7651	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5251	29529	phage	unknown	Lactobacillus plantarum	virulent
LPd_3__5268	4013	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
LPd_3__5290	2085	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5297	2019	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5306	27782	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5308	5152	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5325	4162	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5337	2852	phage	unknown	unknown	temperate
LPd_3__5340	3806	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__5348	9749	non-phage	NA	NA	NA
LPd_3__5354	3017	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5373	5279	phage	unknown	unknown	virulent
LPd_3__5386	2453	non-phage	NA	NA	NA
LPd_3__5389	5917	non-phage	NA	NA	NA
LPd_3__5403	5593	phage	unknown	unknown	temperate
LPd_3__5414	3565	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	temperate
LPd_3__5416	3502	phage	unknown	unknown	temperate
LPd_3__542	2719	non-phage	NA	NA	NA
LPd_3__5425	3335	non-phage	NA	NA	NA
LPd_3__5433	12049	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_3__5471	2692	non-phage	NA	NA	NA
LPd_3__5483	6388	non-phage	NA	NA	NA
LPd_3__549	3125	non-phage	NA	NA	NA
LPd_3__5500	3840	non-phage	NA	NA	NA
LPd_3__551	29038	non-phage	NA	NA	NA
LPd_3__5513	5392	phage	unknown	Microcystis aeruginosa	temperate
LPd_3__5545	2110	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5550	10238	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5562	5683	phage	unknown	unknown	virulent
LPd_3__561	6741	non-phage	NA	NA	NA
LPd_3__5610	5845	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__5619	2115	non-phage	NA	NA	NA
LPd_3__5624	2000	non-phage	NA	NA	NA
LPd_3__5637	6881	non-phage	NA	NA	NA
LPd_3__5653	2241	non-phage	NA	NA	NA
LPd_3__5656	2214	non-phage	NA	NA	NA
LPd_3__567	2705	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	virulent
LPd_3__568	3431	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5700	3447	non-phage	NA	NA	NA
LPd_3__5702	11081	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Microcystis aeruginosa	virulent
LPd_3__5705	2014	non-phage	NA	NA	NA
LPd_3__5739	3360	phage	unknown	unknown	temperate
LPd_3__5765	9508	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Mycobacterium sp. PS03_16	virulent
LPd_3__5780	8640	non-phage	NA	NA	NA
LPd_3__5787	6951	non-phage	NA	NA	NA
LPd_3__5804	2479	non-phage	NA	NA	NA
LPd_3__5805	4894	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_3__5807	9969	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Faecalibaculum rodentium	temperate
LPd_3__582	5975	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Porphyromonadaceae bacterium	temperate
LPd_3__5831	2767	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__584	5019	phage	unknown	unknown	virulent
LPd_3__5872	2433	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	unknown	virulent
LPd_3__5898	2419	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5907	2952	phage	unknown	unknown	temperate
LPd_3__5909	7900	non-phage	NA	NA	NA
LPd_3__591	2572	phage	unknown	unknown	virulent
LPd_3__5924	3349	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5925	4524	non-phage	NA	NA	NA
LPd_3__593	3133	phage	unknown	unknown	temperate
LPd_3__5935	2154	phage	unknown	Xanthomonas citri	temperate
LPd_3__5947	2327	non-phage	NA	NA	NA
LPd_3__595	2224	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5970	14067	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5971	2066	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__5972	2444	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5973	4388	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
LPd_3__5976	3577	phage	unknown	Dinoroseobacter shibae	virulent
LPd_3__598	2033	non-phage	NA	NA	NA
LPd_3__5985	3285	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5997	9228	non-phage	NA	NA	NA
LPd_3__5998	11890	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__5999	2924	non-phage	NA	NA	NA
LPd_3__6007	3183	phage	unknown	Muribaculaceae bacterium Isolate-043 (Harlan)	temperate
LPd_3__6008	6609	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	virulent
LPd_3__6026	3687	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Pyrobaculum arsenaticum	temperate
LPd_3__6040	33512	non-phage	NA	NA	NA
LPd_3__6048	3013	non-phage	NA	NA	NA
LPd_3__6051	15496	phage	unknown	unknown	temperate
LPd_3__6061	7781	non-phage	NA	NA	NA
LPd_3__6067	3987	phage	unknown	unknown	virulent
LPd_3__6072	2173	non-phage	NA	NA	NA
LPd_3__6078	6148	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__6080	4228	non-phage	NA	NA	NA
LPd_3__6106	2509	phage	unknown	unknown	temperate
LPd_3__6111	3633	non-phage	NA	NA	NA
LPd_3__6114	3153	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	unknown	temperate
LPd_3__6125	38588	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Pyrobaculum arsenaticum	temperate
LPd_3__6126	2280	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	virulent
LPd_3__6138	2334	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__6163	2581	phage	unknown	unknown	virulent
LPd_3__6165	2476	phage	unknown	unknown	temperate
LPd_3__6177	2116	non-phage	NA	NA	NA
LPd_3__6181	2177	phage	unknown	Eubacterium plexicaudatum	temperate
LPd_3__6185	5250	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
LPd_3__622	11660	non-phage	NA	NA	NA
LPd_3__6237	5665	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__629	4452	non-phage	NA	NA	NA
LPd_3__6297	14318	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__6317	35973	phage	unknown	Lactobacillus fermentum	temperate
LPd_3__6318	2416	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__6319	6785	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	temperate
LPd_3__6320	3323	non-phage	NA	NA	NA
LPd_3__6334	7463	non-phage	NA	NA	NA
LPd_3__6338	6580	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__6348	3779	non-phage	NA	NA	NA
LPd_3__6351	38884	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Croceibacter atlanticus	temperate
LPd_3__6357	2364	non-phage	NA	NA	NA
LPd_3__6359	2286	non-phage	NA	NA	NA
LPd_3__6365	4909	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__6366	6694	phage	unknown	Microcystis aeruginosa	temperate
LPd_3__6376	2931	phage	unknown	unknown	virulent
LPd_3__6393	3618	phage	unknown	unknown	virulent
LPd_3__6402	4374	phage	unknown	unknown	virulent
LPd_3__6441	21647	non-phage	NA	NA	NA
LPd_3__6471	23312	non-phage	NA	NA	NA
LPd_3__6491	6899	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__6499	8559	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	virulent
LPd_3__65	2401	non-phage	NA	NA	NA
LPd_3__6539	2361	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__654	11448	phage	unknown	unknown	temperate
LPd_3__6550	2473	phage	unknown	Colwellia psychrerythraea	temperate
LPd_3__6568	9403	non-phage	NA	NA	NA
LPd_3__6569	2101	non-phage	NA	NA	NA
LPd_3__6576	4377	non-phage	NA	NA	NA
LPd_3__66	2577	phage	unknown	Eisenbergiella massiliensis	temperate
LPd_3__6615	3695	phage	unknown	Faecalimonas umbilicata	virulent
LPd_3__6617	2678	non-phage	NA	NA	NA
LPd_3__6618	3104	non-phage	NA	NA	NA
LPd_3__6619	24660	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Microcystis aeruginosa	virulent
LPd_3__6636	2013	non-phage	NA	NA	NA
LPd_3__6637	3636	non-phage	NA	NA	NA
LPd_3__6656	8716	non-phage	NA	NA	NA
LPd_3__6658	5252	phage	unknown	Dinoroseobacter shibae	temperate
LPd_3__6659	2176	non-phage	NA	NA	NA
LPd_3__6666	6676	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Dinoroseobacter shibae	temperate
LPd_3__6691	11867	non-phage	NA	NA	NA
LPd_3__6692	4941	non-phage	NA	NA	NA
LPd_3__67	2052	non-phage	NA	NA	NA
LPd_3__6706	3552	phage	unknown	Rhodovulum sp. P5	temperate
LPd_3__6709	30372	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Microcystis aeruginosa	temperate
LPd_3__6712	20715	phage	unknown	Bacteroides fragilis	temperate
LPd_3__6724	2474	non-phage	NA	NA	NA
LPd_3__6725	2312	non-phage	NA	NA	NA
LPd_3__6734	33343	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Microcystis aeruginosa	temperate
LPd_3__6738	12560	non-phage	NA	NA	NA
LPd_3__6750	6671	phage	unknown	Colwellia psychrerythraea	virulent
LPd_3__6756	7968	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
LPd_3__6763	7227	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
